✔ SS

A1DL 마일3 어빈 토마스 휘리3 죠안나4 구스 아이멜 엘레노아3 섀넌 로디 아이다 아리아 레이첼3 팔만2 루티스 매드람4 루키어스 볼게이드3 = 164,000  ( 1번 )
18X 마일 마일전무 휘리4 죠안나2 구스2 아이멜 엘레노아2 섀넌 뮤즈3 아이다2 아리아2 팔만 루티스2 매드람 미첼2 볼게이드 = 31,000  ( 240번 )

A1JR 어빈 마일 게르드 휘리3 죠안나2 구스 아이멜 엘레노아2 알토스 뮤즈2 아이다2 사라 아리아 가웨인2 레이첼3 베리어스 팔만 루티스2 매드람 미첼2 루키어스3 볼게이드3 = 33,000  ( 241번 )
A1FV 어빈 게르드 휘리5 죠안나 구스 아이멜 엘레노아 섀넌 스텔라 아이다 가웨인3 베리어스2 팔만 루티스2 매드람 미첼3 루키어스2 볼게이드2 = 30,000  ( 242번 )
A1EM 어빈 휘리7 구스2 아이멜 엘레노아 알토스 아이다 사라 아리아2 가웨인 레이첼4 베리어스 팔만2 매드람3 미첼3 루키어스3 볼게이드3 = 32,000  ( 243번 )
1BB 어빈 휘리3 죠안나 구스3 엘레노아 섀넌4 뮤즈3 아리아 가웨인2 레이첼 베리어스 루티스2 매드람2 미첼2 루키어스2 = 30,000  ( 244번 )
A185 어빈 어빈전무 마일 휘리2 구스3 구스전무 아이멜3 섀넌 알토스 로디 사라2 아리아 레이첼 베리어스3 팔만2 루티스2 매드람 루키어스2 가웨인전무 = 29,500  ( 245번 )
A1MG 마일 휘리6 구스2 아이멜2 엘레노아 알토스 아리아3 가웨인 가웨인전무 베리어스2 팔만3 루티스2 매드람2 루키어스2 = 29,000  ( 246번 )

A13D 어빈 휘리3 구스5 아이멜 엘레노아 섀넌 뮤즈 사라 아리아2 가웨인 팔만4 루티스3 매드람4 미첼3 루키어스2 볼게이드3 = 29,000  ( 247번 )
A1CW 어빈 휘리4 휘리전무2 죠안나2 구스2 구스전무 엘레노아 섀넌 스텔라 뮤즈2 아이다2 사라6 아리아4 가웨인 레이첼6 베리어스2 팔만 매드람4 미첼 미첼전무 루키어스 볼게이드 = 31,000  ( 248번 )

A1DK 어빈 게르드 토마스 휘리 죠안나 구스 아이멜 엘레노아3 섀넌 알토스 로디 뮤즈2 아이다2 사라2 아리아2 가웨인2 레이첼 베리어스2 팔만 루티스2 매드람 미첼2 볼게이드 = 27,500  ( 249번 )
A1I6 어빈 어빈전무 휘리3 휘리전무 죠안나 구스3 엘레노아2 섀넌 뮤즈2 사라 아리아 가웨인2 베리어스3 팔만2 루티스 매드람 미첼 루키어스 볼게이드 = 26,000  ( 250번 )
A132 마일 게르드 토마스 휘리2 죠안나 구스3 구스전무 엘레노아 스텔라 로디 뮤즈2 아이다2 사라2 가웨인2 레이첼 베리어스4 팔만2 루티스2 매드람2 미첼 볼게이드 = 27,500  ( 251번 )

A152 어빈 어빈전무 휘리3 휘리전무 죠안나2 구스 구스전무 아이멜2 섀넌 섀넌전무 스텔라 로디 아이다2 사라 아리아2 가웨인3 레이첼 레이첼전무 베리어스2 팔만2 루티스3 볼게이드 = 25,000  ( 252번 )
A1KB 마일 휘리5 죠안나 구스3 엘레노아 스텔라 뮤즈3 아이다2 사라 아리아 가웨인 레이첼 베리어스 팔만 루티스4 매드람3 미첼3 루키어스 = 25,500  ( 253번 )

A1DW 어빈 어빈전무 게르드 휘리2 죠안나 구스3 엘레노아 섀넌 알토스 로디2 뮤즈2 아이다3 사라 아리아2 가웨인3 베리어스2 루티스5 매드람3 미첼4 루키어스 볼게이드 = 25,500  ( 254번 )
A1EN 어빈 어빈전무 휘리3 죠안나 구스4 구스전무 엘레노아 스텔라 로디 뮤즈2 뮤즈전무 사라3 아리아2 가웨인 레이첼4 베리어스2 팔만 매드람 미첼 게르드전무 = 23,500  ( 255번 )
10Q 어빈 토마스 휘리4 죠안나 구스 엘레노아 섀넌 스텔라 아리아 가웨인 레이첼2 베리어스3 팔만2 루티스2 매드람2 미첼3 루키어스 볼게이드3 = 22,000  ( 256번 )
A1G6 마일 게르드 게르드전무 휘리3 죠안나2 구스 아이멜 섀넌 뮤즈 아이다3 아이다전무 아리아2 가웨인3 레이첼 베리어스 팔만 루티스3 미첼2 루키어스 볼게이드 = 22,500  ( 257번 )

1BS 어빈 토마스 휘리4 죠안나2 구스 아이멜 스텔라 뮤즈 아이다 사라 아리아2 레이첼 베리어스2 팔만4 미첼3 루키어스4 볼게이드 = 21,500  ( 258번 )
A1KL 어빈 토마스 휘리3 죠안나2 구스 아이멜2 스텔라 로디 뮤즈3 아이다3 사라 아리아2 가웨인2 레이첼2 베리어스2 팔만2 매드람4 미첼2 루키어스 볼게이드 = 22,500  ( 259번 )

A606 어빈 휘리 죠안나2 구스2 아이멜2 엘레노아 섀넌 섀넌전무 스텔라 뮤즈 아이다2 아리아3 가웨인 레이첼 베리어스 팔만 매드람 미첼4 루키어스3 볼게이드 = 19,000  ( 260번 )
A1HY 마일 휘리2 죠안나 구스3 섀넌3 뮤즈2 아이다 아리아4 가웨인 레이첼3 베리어스2 루티스2 매드람4 미첼 루키어스2 볼게이드2 = 19,500  ( 261번 )

19O 마일 휘리2 죠안나3 구스 아이멜2 엘레노아 스텔라2 로디 뮤즈 아이다 사라2 아리아 가웨인3 베리어스 팔만4 루티스 매드람2 미첼 = 17,000  ( 262번 )

A1DY 어빈 어빈전무 토마스 휘리 죠안나2 구스 엘레노아 뮤즈 아이다 사라4 아리아 가웨인 레이첼 베리어스2 팔만2 루티스2 매드람3 루키어스 = 13,500  ( 263번 )



✔ 기타

A1GR 게르드 토마스 휘리7 휘리전무 죠안나3 구스3 아이멜6 엘레노아3 섀넌 로디 뮤즈2 아이다2 아리아2 가웨인 레이첼 베리어스 팔만 루티스2 매드람2 미첼3 루키어스2 볼게이드2 어빈전무 = 70,000  ( 264번 )

177 게르드2 토마스2 휘리6 구스5 아이멜2 엘레노아2 섀넌2 로디 뮤즈4 아이다3 아리아2 레이첼 베리어스4 팔만 루티스2 매드람 미첼2 루키어스 볼게이드 = 62,000  ( 265번 )

A1G1 게르드 게르드전무 토마스2 휘리6 휘리전무 죠안나2 구스4 아이멜3 엘레노아 섀넌 알토스 뮤즈 뮤즈전무 아이다 가웨인 레이첼 베리어스 팔만 루티스2 매드람 미첼3 루키어스2 = 55,000  ( 266번 )

A1EH 게르드2 게르드전무 휘리8 휘리전무 죠안나 구스 아이멜4 엘레노아3 섀넌 스텔라 뮤즈 사라 아리아2 가웨인 베리어스4 팔만2 루티스2 매드람2 미첼4 루키어스 = 54,000  ( 267번 )
A1LT 게르드2 토마스 휘리4 죠안나 구스5 구스전무 아이멜2 엘레노아 섀넌4 로디 사라2 아리아 가웨인 레이첼 베리어스2 팔만5 루키어스2 볼게이드 = 53,000  ( 268번 )

A1GI 게르드 토마스 휘리5 죠안나2 구스5 아이멜2 엘레노아3 섀넌2 스텔라 아이다 사라2 아리아 가웨인 레이첼 베리어스2 팔만 루티스2 매드람 볼게이드2 = 52,000  ( 269번 )

A1GJ 게르드 휘리7 죠안나 구스3 아이멜3 엘레노아3 섀넌3 아이다4 사라2 아리아 가웨인2 레이첼4 베리어스2 베리어스전무 팔만2 루티스2 매드람2 미첼 루키어스 볼게이드 = 52,000  ( 270번 )
19J 게르드 게르드전무 토마스 휘리7 구스4 엘레노아3 섀넌3 로디 뮤즈2 아이다3 사라 베리어스2 팔만 루티스2 매드람2 미첼 루키어스 = 50,000  ( 271번 )
1AV 게르드 게르드전무 휘리8 죠안나 구스3 아이멜2 엘레노아 섀넌4 스텔라 사라2 베리어스2 루티스 매드람2 미첼2 볼게이드 = 48,000  ( 272번 )

A1K7 게르드 휘리6 죠안나2 구스3 아이멜2 엘레노아5 섀넌2 아이다2 사라4 아리아 레이첼 베리어스 팔만5 매드람2 볼게이드2 = 49,000  ( 273번 )
A1FQ 게르드 토마스 휘리7 휘리전무2 죠안나3 구스3 아이멜 엘레노아2 섀넌 로디2 뮤즈 뮤즈전무 아이다2 가웨인4 레이첼 베리어스 팔만2 루티스 매드람4 볼게이드 마일전무 = 48,000  ( 274번 )
A1F3 토마스2 휘리5 죠안나2 구스3 엘레노아2 섀넌6 뮤즈3 아이다 레이첼 베리어스 팔만2 루티스 매드람 미첼 루키어스 볼게이드 볼게이드전무 = 47,000  ( 275번 )

A1G7 게르드3 휘리6 휘리전무 죠안나 구스4 엘레노아3 섀넌 뮤즈 아이다2 사라2 아리아3 가웨인2 레이첼 베리어스6 매드람 미첼 루키어스 = 61,000  ( 276번 )
A187 게르드2 토마스2 휘리2 구스4 아이멜2 엘레노아3 섀넌3 로디 아이다3 사라 아리아2 가웨인2 레이첼 베리어스2 팔만 루티스 루티스전무 매드람2 미첼3 루키어스3 = 46,000  ( 277번 )
1AD 게르드 휘리6 죠안나 구스3 아이멜3 엘레노아3 섀넌3 사라 아리아2 가웨인 레이첼2 팔만 루티스2 볼게이드2 = 45,000  ( 278번 )
A1G8 토마스 휘리6 죠안나4 구스2 아이멜3 엘레노아2 섀넌3 알토스2 로디2 로디전무 아이다 사라 아리아 레이첼 베리어스2 팔만3 루티스 매드람 루키어스 볼게이드 = 46,000  ( 279번 )

179 게르드 휘리5 휘리전무3 구스4 아이멜3 엘레노아3 섀넌2 뮤즈 사라 아리아2 베리어스5 팔만2 루티스2 미첼 루키어스 볼게이드3 = 45,000  ( 280번 )
18G 게르드 토마스 휘리6 구스3 구스전무 아이멜3 엘레노아2 섀넌2 스텔라 뮤즈 아이다 아리아2 레이첼3 팔만4 루티스2 매드람 루키어스 볼게이드3 = 44,000  ( 281번 )
A1E5 게르드 게르드전무 토마스3 휘리5 죠안나 구스2 아이멜 엘레노아3 섀넌 뮤즈 사라 아리아 가웨인2 레이첼 베리어스4 팔만2 루티스3 루키어스 볼게이드6 미첼전무 = 58,000  ( 282번 )
A1L7 게르드 휘리8 죠안나 구스3 아이멜3 엘레노아3 알토스 뮤즈2 레이첼2 팔만 루티스 미첼 볼게이드3 = 43,000  ( 283번 )
1BF 토마스3 휘리6 죠안나2 구스4 엘레노아 섀넌2 뮤즈 아이다2 사라3 레이첼 베리어스3 팔만3 매드람2 = 57,000  ( 284번 )

19M 게르드2 휘리7 휘리전무 죠안나2 구스3 아이멜 엘레노아 섀넌2 뮤즈 아이다 사라 아리아2 가웨인3 팔만 루티스 매드람3 미첼3 볼게이드 = 43,000  ( 285번 )
A1JB 게르드 게르드전무 휘리7 휘리전무 죠안나 구스5 구스전무 엘레노아3 알토스3 로디 뮤즈2 아이다2 사라 가웨인 레이첼 팔만3 루티스 매드람 미첼2 볼게이드 어빈전무 = 42,000  ( 286번 )
A15B 게르드2 토마스 휘리4 죠안나3 구스5 아이멜 섀넌2 뮤즈2 아이다 사라3 아리아3 가웨인4 레이첼2 베리어스2 팔만2 루티스 매드람 미첼3 루키어스3 볼게이드 로디전무 = 43,000  ( 287번 )

19G 게르드 게르드전무 휘리4 휘리전무 죠안나2 구스5 아이멜 엘레노아2 섀넌3 뮤즈 뮤즈전무 아리아 가웨인 팔만 루티스 미첼2 루키어스2 볼게이드2 매드람전무 = 39,000  ( 288번 )

17C 게르드2 게르드전무 휘리7 죠안나2 구스2 아이멜2 엘레노아 섀넌 알토스 스텔라 뮤즈 아이다2 아이다전무 사라 가웨인 레이첼4 베리어스2 매드람2 미첼 루키어스2 = 39,000  ( 289번 )
A1IK 게르드 휘리4 죠안나 구스7 엘레노아3 섀넌2 스텔라 아이다2 사라 아리아2 가웨인3 레이첼2 베리어스2 팔만 루티스2 매드람 미첼 루키어스2 볼게이드3 = 39,000  ( 290번 )
195 게르드2 휘리6 휘리전무 죠안나2 구스3 아이멜2 엘레노아2 스텔라 아이다 사라2 아리아 가웨인 레이첼 베리어스 팔만3 루티스 매드람3 루키어스 볼게이드 = 38,000  ( 291번 )
12K 게르드 휘리2 죠안나 구스5 아이멜2 엘레노아3 섀넌4 섀넌전무 알토스 뮤즈3 아이다2 사라 가웨인2 레이첼 베리어스 팔만3 루티스 매드람2 미첼4 루키어스2 루키어스전무 볼게이드4 = 39,000  ( 292번 )
A1JL 게르드 휘리6 죠안나 구스 엘레노아5 섀넌4 알토스 스텔라 로디2 뮤즈3 사라2 아리아 베리어스 팔만2 루티스 매드람 미첼 루키어스 볼게이드3 마일전무 = 38,000  ( 293번 )

A1CT 게르드 게르드전무 휘리4 죠안나2 구스 아이멜6 섀넌4 알토스 로디 뮤즈2 아이다2 사라3 아리아3 가웨인2 레이첼 베리어스2 팔만 루티스3 매드람2 루키어스 볼게이드 = 38,000  ( 294번 )
17B 게르드 게르드전무 토마스 휘리5 죠안나3 구스3 아이멜 엘레노아3 알토스 뮤즈 아이다 사라 아리아2 가웨인2 레이첼2 베리어스3 팔만 루티스4 매드람 미첼2 루키어스2 볼게이드3 = 37,000  ( 295번 )
A1AE 게르드2 게르드전무 휘리5 구스4 아이멜2 엘레노아 섀넌2 스텔라 아이다2 사라3 아리아2 가웨인2 레이첼3 베리어스2 팔만2 루티스 매드람2 미첼2 볼게이드4 어빈전무 = 38,000  ( 296번 )
A1I0 게르드 게르드전무 휘리7 휘리전무 죠안나3 아이멜3 엘레노아3 스텔라 로디 뮤즈 사라4 아리아2 가웨인 레이첼2 베리어스 팔만2 루티스 매드람2 미첼 미첼전무 루키어스2 볼게이드2 = 37,000  ( 297번 )
A1KA 토마스 토마스전무2 휘리4 죠안나 구스5 구스전무 아이멜2 엘레노아3 뮤즈 아이다2 사라 아리아3 레이첼2 베리어스2 베리어스전무 팔만2 루티스 매드람 미첼2 루키어스3 볼게이드2 = 36,000  ( 298번 )

A1I9 게르드 게르드전무 휘리5 구스4 구스전무 아이멜 엘레노아2 섀넌3 로디2 아이다2 사라 아리아 가웨인 레이첼4 베리어스2 팔만2 매드람 매드람전무 미첼2 루키어스 볼게이드2 = 36,000  ( 299번 )
1CA 게르드 휘리6 죠안나 구스4 엘레노아3 섀넌2 아이다 아리아 가웨인 레이첼 베리어스3 루티스3 매드람 미첼3 루키어스2 어빈전무 = 35,000  ( 300번 )
A1F8 게르드 휘리4 죠안나4 구스2 구스전무 아이멜5 엘레노아 섀넌 뮤즈3 아이다 사라3 가웨인 베리어스3 팔만 루티스 매드람 미첼 루키어스 볼게이드 = 35,000  ( 301번 )
A1DF 게르드2 휘리4 휘리전무 죠안나 구스4 엘레노아2 섀넌3 로디2 뮤즈 아이다4 사라 아리아 가웨인4 레이첼 팔만 매드람2 미첼 미첼전무 루키어스 볼게이드3 = 36,000  ( 302번 )
A1EK 게르드2 휘리6 죠안나2 구스2 구스전무 아이멜 엘레노아2 섀넌 뮤즈 아이다 사라3 가웨인2 가웨인전무 베리어스3 루티스2 매드람 미첼3 볼게이드 토마스전무 = 34,000  ( 303번 )
A1KW 게르드 토마스 휘리7 죠안나 구스2 엘레노아2 섀넌2 스텔라 뮤즈5 아이다3 아리아5 가웨인 베리어스3 루티스 매드람 미첼 루키어스4 볼게이드 = 36,000  ( 304번 )
A1CD 게르드2 토마스 휘리3 죠안나 구스2 아이멜3 엘레노아3 섀넌 알토스 스텔라 뮤즈 아이다3 사라 아리아2 레이첼 베리어스2 팔만 루티스 매드람2 미첼2 루키어스2 볼게이드 = 35,000  ( 305번 )
A1IE 토마스2 휘리4 죠안나2 구스4 아이멜 섀넌4 로디 사라2 아리아3 가웨인5 레이첼4 루티스2 매드람2 미첼 볼게이드 = 36,000  ( 306번 )

A1GK 게르드 토마스 휘리3 죠안나 구스3 구스전무 아이멜 엘레노아3 섀넌3 알토스 로디2 뮤즈 아이다 아리아3 가웨인2 레이첼 팔만3 매드람 볼게이드 = 34,000  ( 307번 )
A1D2 게르드 토마스2 휘리4 죠안나3 구스4 엘레노아2 아이다4 사라2 아리아3 가웨인 베리어스2 베리어스전무 팔만5 루티스 매드람 미첼 루키어스 = 34,000  ( 308번 )
17L 게르드 휘리6 휘리전무 죠안나 구스5 아이멜 엘레노아2 로디2 뮤즈2 아이다3 사라3 아리아2 가웨인4 레이첼3 베리어스 루티스2 매드람2 미첼 루키어스 볼게이드 = 35,000  ( 309번 )
A1FP 게르드 토마스 휘리4 구스6 아이멜 엘레노아 섀넌 섀넌전무 뮤즈 사라4 사라전무 아리아2 가웨인 레이첼 베리어스4 팔만2 루티스 매드람 미첼2 볼게이드 = 33,000  ( 310번 )
174 게르드 토마스 휘리4 죠안나 구스3 아이멜2 엘레노아2 섀넌2 아이다 사라2 아리아2 가웨인 레이첼 베리어스2 루티스2 매드람 미첼2 루키어스2 볼게이드 = 33,000  ( 311번 )
A1DS 게르드2 휘리3 죠안나2 구스3 아이멜 엘레노아3 섀넌2 섀넌전무 로디2 사라2 아리아 가웨인3 레이첼3 베리어스 팔만 루티스4 미첼 볼게이드2 루키어스전무 = 33,000  ( 312번 )
173 게르드 게르드전무 토마스 휘리3 죠안나 구스4 아이멜2 아이멜전무 엘레노아 섀넌2 알토스 뮤즈 사라 가웨인 레이첼5 베리어스 팔만 루티스2 매드람 미첼2 루키어스 = 32,000  ( 313번 )

A1CG 게르드 휘리5 죠안나3 구스2 아이멜2 엘레노아4 로디 뮤즈2 아이다5 아리아 베리어스 팔만 루티스 = 31,000  ( 314번 )
1B9 게르드2 게르드전무 휘리2 휘리전무 죠안나2 구스6 섀넌3 알토스 로디 뮤즈 사라 아리아3 가웨인2 레이첼3 베리어스2 팔만2 루티스2 매드람 루키어스 = 31,000  ( 315번 )
171 게르드2 휘리2 구스4 구스전무 아이멜2 엘레노아 섀넌4 로디 뮤즈 아이다2 사라2 가웨인4 레이첼 루티스3 매드람3 미첼 루키어스3 = 31,000  ( 316번 )
19F 게르드2 게르드전무 휘리6 죠안나2 구스2 아이멜2 섀넌 로디 뮤즈2 아이다 사라2 아리아3 가웨인 레이첼2 베리어스2 팔만2 루티스2 미첼2 루키어스 볼게이드2 = 32,000  ( 317번 )
1B5 게르드 휘리6 휘리전무 죠안나3 구스3 아이멜 엘레노아2 알토스2 스텔라 뮤즈 아이다 아리아 가웨인 레이첼2 팔만2 루티스 매드람2 미첼2 루키어스 볼게이드 = 31,000  ( 318번 )
17N 게르드 휘리3 죠안나3 구스3 아이멜2 엘레노아3 섀넌2 알토스 스텔라 아이다 사라4 레이첼 베리어스 팔만 팔만전무 루티스 매드람2 미첼4 볼게이드 = 31,000  ( 319번 )
178 게르드2 게르드전무 휘리5 휘리전무 구스2 아이멜2 엘레노아2 섀넌 알토스 스텔라 로디 아이다4 사라3 아리아3 가웨인3 베리어스 팔만3 루티스3 매드람2 루키어스 볼게이드 = 32,000  ( 320번 )
1BH 토마스 토마스전무 휘리6 죠안나2 구스3 아이멜2 엘레노아2 로디 뮤즈 사라 아리아2 아리아전무 가웨인 베리어스2 팔만2 루티스2 매드람 루키어스 볼게이드 = 32,000  ( 321번 )
18A 토마스 휘리7 죠안나2 구스3 아이멜2 엘레노아 뮤즈2 사라3 아리아3 가웨인 레이첼 팔만2 루티스3 매드람2 미첼 루키어스4 = 31,000  ( 322번 )

1BE 게르드 게르드전무 휘리5 구스3 아이멜 엘레노아2 섀넌3 스텔라 로디 뮤즈 아이다2 아리아3 가웨인 레이첼3 베리어스 팔만 루티스3 매드람3 루키어스 = 30,000  ( 323번 )
A1JZ 토마스 토마스전무 휘리4 죠안나 구스2 구스전무 아이멜2 엘레노아3 섀넌2 알토스 스텔라 사라4 아리아2 가웨인2 레이첼2 베리어스 매드람 미첼 루키어스2 볼게이드 = 29,500  ( 324번 )

175 게르드 게르드전무 휘리2 죠안나2 구스 아이멜4 아이멜전무 엘레노아4 섀넌 섀넌전무 스텔라2 뮤즈2 아이다2 사라 아리아 가웨인3 레이첼 베리어스3 루티스2 루키어스2 = 29,000  ( 325번 )
1AK 게르드2 휘리5 구스3 아이멜2 엘레노아 섀넌 알토스 로디2 사라 아리아2 가웨인 레이첼 베리어스 루티스 매드람 미첼 루키어스3 볼게이드2 = 28,000  ( 326번 )
17M 게르드 토마스 토마스전무 휘리5 죠안나 구스 엘레노아2 섀넌3 알토스 로디 아이다 사라 가웨인3 베리어스2 팔만 루티스2 미첼 루키어스2 볼게이드2 = 28,000  ( 327번 )

17P 게르드2 휘리3 죠안나3 구스2 아이멜3 엘레노아 섀넌 로디2 뮤즈2 아이다2 사라 아리아2 가웨인3 레이첼2 베리어스 팔만2 팔만전무 루티스 매드람2 미첼3 루키어스2 = 27,500  ( 328번 )
A1MX 게르드 토마스 휘리5 죠안나 구스2 아이멜2 섀넌2 뮤즈2 사라 아리아 레이첼 매드람 루키어스 = 26,000  ( 329번 )
17E 게르드 휘리5 죠안나2 구스2 구스전무2 엘레노아 섀넌3 스텔라 로디 뮤즈2 아이다2 아리아 가웨인2 레이첼2 루티스2 매드람2 미첼 루키어스 볼게이드 = 26,500  ( 330번 )
A1DQ 게르드2 휘리5 죠안나2 구스3 아이멜 섀넌 알토스 뮤즈3 사라5 아리아2 가웨인 레이첼2 베리어스 팔만2 루티스 매드람 미첼2 루키어스2 볼게이드2 = 27,000  ( 331번 )
A1KK 토마스 휘리6 죠안나2 구스3 엘레노아 섀넌2 로디 뮤즈3 아이다2 사라3 아리아2 가웨인 베리어스2 팔만 루티스2 매드람2 미첼2 미첼전무 루키어스 볼게이드 = 28,500  ( 332번 )

A1A4 게르드 토마스 휘리3 죠안나 구스3 아이멜2 섀넌3 뮤즈2 아이다2 사라3 아리아4 레이첼2 루티스2 매드람3 미첼3 마일전무 = 26,500  ( 333번 )
A1NB 게르드 게르드전무 휘리3 죠안나 구스4 아이멜 엘레노아2 섀넌2 가웨인2 베리어스4 매드람2 볼게이드3 = 24,500  ( 334번 )
14J 게르드 토마스 휘리3 구스3 아이멜2 섀넌3 섀넌전무 로디 뮤즈3 사라4 아리아5 아리아전무 가웨인4 레이첼2 베리어스2 팔만 루티스 매드람 미첼2 루키어스3 루키어스전무 볼게이드 = 27,000  ( 335번 )
A1N9 게르드 휘리6 죠안나 구스2 아이멜2 섀넌2 뮤즈 아이다2 사라 가웨인3 레이첼2 베리어스 팔만 매드람 루키어스2 볼게이드3 = 25,000  ( 336번 )
A1LE 게르드 휘리6 죠안나2 구스4 엘레노아 알토스 스텔라 로디2 뮤즈 아이다 사라 가웨인2 레이첼 베리어스3 루티스 매드람2 미첼3 루키어스2 볼게이드 = 25,500  ( 337번 )

A1GU 게르드 토마스2 휘리2 죠안나2 구스3 엘레노아2 섀넌 스텔라 로디 뮤즈2 사라3 아리아 가웨인 레이첼 베리어스3 팔만3 루티스3 루티스전무 매드람3 루키어스2 볼게이드 = 25,000  ( 338번 )
A1HJ 토마스 휘리6 죠안나2 구스 엘레노아 섀넌3 스텔라 뮤즈 아이다2 사라 가웨인 레이첼 팔만3 매드람 루키어스3 볼게이드 = 24,000  ( 339번 )

187 게르드 휘리4 죠안나2 구스2 아이멜2 엘레노아 섀넌2 아이다4 사라2 아리아 가웨인2 레이첼 베리어스 팔만2 매드람 볼게이드 = 23,500  ( 340번 )
A1IG 게르드 게르드전무 휘리4 죠안나 구스2 아이멜 엘레노아3 섀넌 스텔라 뮤즈2 사라2 가웨인3 레이첼 레이첼전무 루티스 매드람2 루키어스 = 22,500  ( 341번 )
A1DA 게르드 휘리4 구스3 엘레노아4 섀넌 로디 뮤즈2 아이다 사라 아리아3 가웨인 레이첼4 베리어스3 루티스 미첼 루키어스 볼게이드2 토마스전무 = 23,000  ( 342번 )
A1JC 토마스 토마스전무 휘리5 죠안나 구스2 아이멜2 엘레노아 섀넌 로디 사라3 아리아 레이첼3 베리어스 팔만2 루티스2 매드람2 미첼2 루키어스3 게르드전무 = 23,500  ( 343번 )

A1JY 게르드 휘리3 휘리전무 죠안나2 구스4 아이멜2 섀넌 로디 뮤즈2 아이다 사라 아리아 가웨인 레이첼 레이첼전무 베리어스 팔만2 매드람2 볼게이드 = 22,000  ( 344번 )
A1DX 게르드 휘리4 죠안나 구스4 아이멜2 섀넌 스텔라 로디 뮤즈2 아이다2 사라2 아리아3 가웨인2 레이첼 베리어스 팔만4 루티스 매드람 미첼3 루키어스2 = 23,000  ( 345번 )
A1D4 게르드 휘리5 죠안나 구스2 아이멜3 엘레노아 스텔라 아이다3 사라 가웨인 레이첼3 베리어스 루티스3 매드람 미첼3 = 22,000  ( 346번 )
19L 게르드 휘리4 죠안나2 구스2 구스전무 엘레노아3 섀넌 뮤즈3 아이다2 사라2 가웨인2 레이첼 베리어스2 팔만2 루티스 매드람4 미첼3 루키어스2 = 22,500  ( 347번 )
A1BN 게르드 토마스 휘리4 죠안나 구스2 아이멜 엘레노아 섀넌 뮤즈3 아이다4 사라 아리아3 가웨인3 레이첼3 베리어스2 루티스3 매드람2 미첼2 루키어스 = 22,000  ( 348번 )
A1FH 토마스 토마스전무 휘리6 구스2 아이멜 엘레노아 섀넌 뮤즈2 아이다2 사라 아리아2 베리어스2 팔만2 볼게이드4 마일전무 = 22,000  ( 349번 )

180 토마스2 토마스전무 휘리5 죠안나2 구스 아이멜 아이멜전무 알토스 뮤즈 아이다3 사라2 아리아3 가웨인2 레이첼2 팔만2 팔만전무 루티스 매드람 미첼 볼게이드4 = 21,000  ( 350번 )

A1HZ 게르드 게르드전무 휘리3 죠안나2 구스3 아이멜 엘레노아 섀넌 로디2 뮤즈2 아이다3 아리아 가웨인2 레이첼2 베리어스 팔만 팔만전무 매드람2 미첼 볼게이드4 = 20,000  ( 351번 )
A1DO 게르드 토마스 휘리3 구스3 아이멜 엘레노아 섀넌 알토스 로디 뮤즈 아이다3 사라2 아리아3 가웨인 레이첼 베리어스3 루티스2 매드람 미첼 루키어스 볼게이드 = 19,500  ( 352번 )

A1DN 게르드 휘리3 죠안나2 구스4 엘레노아 섀넌 알토스 뮤즈2 아이다3 가웨인3 레이첼4 베리어스 루티스 매드람2 미첼 루키어스 볼게이드2 볼게이드전무 = 18,500  ( 353번 )
A1EF 게르드 휘리4 죠안나2 구스2 엘레노아 섀넌2 알토스 아이다 사라2 아리아 레이첼3 베리어스 루티스 매드람4 미첼4 루키어스3 볼게이드 = 18,500  ( 354번 )
A1ED 게르드 게르드전무 휘리2 죠안나3 구스3 엘레노아3 스텔라2 로디2 뮤즈2 아이다 사라 아리아2 가웨인2 레이첼2 베리어스 팔만5 루티스3 매드람2 미첼2 루키어스2 볼게이드 = 19,000  ( 355번 )
A1GN 게르드 휘리5 구스2 아이멜2 엘레노아 로디3 사라2 아리아4 레이첼2 베리어스 팔만 미첼 루키어스3 루키어스전무 = 18,000  ( 356번 )

A1E0 게르드 휘리4 죠안나 구스3 아이멜 섀넌 알토스 스텔라 로디2 뮤즈 아이다3 아리아4 레이첼2 루티스2 매드람3 미첼2 = 17,500  ( 357번 )

A1DR 게르드 휘리3 구스2 아이멜2 엘레노아2 로디 뮤즈 아이다3 사라3 아리아2 가웨인 레이첼 베리어스 팔만3 루티스 매드람 미첼3 루키어스2 볼게이드2 = 15,500  ( 358번 )

A1E7 게르드 게르드전무2 휘리2 죠안나2 구스 아이멜2 섀넌 섀넌전무 스텔라2 로디2 뮤즈2 뮤즈전무 사라2 아리아2 가웨인 레이첼4 루티스3 미첼2 볼게이드 볼게이드전무 = 14,000  ( 359번 )

A1HS 토마스 토마스전무 휘리3 죠안나 구스 엘레노아 섀넌2 뮤즈2 아이다2 사라2 가웨인2 레이첼4 루티스 매드람 미첼3 루키어스2 = 13,000  ( 360번 )
